epoch,train_loss,val_auroc,val_accuracy,val_f1_weighted,model,fewshot_frac,seed,organ
4,0.8708782196044922,0.573271043048867,0.559322033898305,0.46813644280192,CLIP MLP Only (std),0.01,42,breast
1,1.1108190715312958,0.4883953290618573,0.559322033898305,0.401252763448784,CLIP MLP Only (std),0.05,42,breast
2,1.0507672429084778,0.4942013147889394,0.559322033898305,0.401252763448784,CLIP MLP Only (std),0.05,42,breast
3,1.0100544095039368,0.5657276059580877,0.559322033898305,0.401252763448784,CLIP MLP Only (std),0.05,42,breast
4,1.0160694420337677,0.5820724748673253,0.559322033898305,0.401252763448784,CLIP MLP Only (std),0.05,42,breast
1,1.433173030614853,0.5619202894742762,0.559322033898305,0.401252763448784,CLIP MLP Only (std),0.1,42,breast
2,1.0117507576942444,0.5827493300811407,0.559322033898305,0.401252763448784,CLIP MLP Only (std),0.1,42,breast
3,0.9795500934123993,0.5855680806366023,0.559322033898305,0.401252763448784,CLIP MLP Only (std),0.1,42,breast
4,0.9713265001773834,0.5954028702471393,0.5847457627118644,0.5286303252404947,CLIP MLP Only (std),0.1,42,breast
1,0.805278480052948,0.6549033941787265,0.559322033898305,0.5057574982830273,CLIP +Txt Enc (std),0.01,42,breast
2,1.6240969896316528,0.5674776082168109,0.5254237288135594,0.42762116627944297,CLIP +Txt Enc (std),0.01,42,breast
3,0.4376178979873657,0.5416787427688591,0.4152542372881356,0.40072320352375707,CLIP +Txt Enc (std),0.01,42,breast
4,0.3696887195110321,0.5618255994190381,0.5254237288135594,0.5309257554779487,CLIP +Txt Enc (std),0.01,42,breast
1,1.5841439366340637,0.6840975331423836,0.559322033898305,0.401252763448784,CLIP +Txt Enc (std),0.05,42,breast
2,1.8759269714355469,0.6716844847658802,0.5677966101694916,0.4198809433596875,CLIP +Txt Enc (std),0.05,42,breast
3,1.2937698662281036,0.6610843798136158,0.5847457627118644,0.4543924658542132,CLIP +Txt Enc (std),0.05,42,breast
