average_type,n_organs,auroc,accuracy,f1_weighted,model,setting,fewshot_frac,seed
weighted_by_test_n,1,0.6011445092867511,0.4700854700854701,0.4661548119175238,BERT MLP Only (std),fewshot_adaptation,0.01,45
macro,1,0.6067361289973644,0.4358974358974359,0.4468983485376927,BERT MLP Only (std),fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6067361289973645,0.4358974358974359,0.4468983485376927,BERT MLP Only (std),fewshot_adaptation,0.01,46
macro,1,0.6993660980099144,0.5555555555555556,0.5586008533376954,BERT MLP Only (std),fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.6993660980099144,0.5555555555555556,0.5586008533376954,BERT MLP Only (std),fewshot_adaptation,0.05,42
macro,1,0.7484412775986199,0.5982905982905983,0.5963606793747278,BERT MLP Only (std),fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7484412775986199,0.5982905982905983,0.5963606793747278,BERT MLP Only (std),fewshot_adaptation,0.05,43
macro,1,0.7579216619947845,0.5897435897435898,0.5947873009153654,BERT MLP Only (std),fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7579216619947845,0.5897435897435898,0.5947873009153654,BERT MLP Only (std),fewshot_adaptation,0.05,44
macro,1,0.5982843950048835,0.4444444444444444,0.4425379688537583,BERT MLP Only (std),fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.5982843950048835,0.4444444444444444,0.4425379688537583,BERT MLP Only (std),fewshot_adaptation,0.05,45
macro,1,0.7224294111886084,0.6324786324786325,0.630898385279067,BERT MLP Only (std),fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7224294111886084,0.6324786324786325,0.630898385279067,BERT MLP Only (std),fewshot_adaptation,0.05,46
macro,1,0.7501244055309422,0.5811965811965812,0.5915007835572522,BERT MLP Only (std),fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7501244055309422,0.5811965811965812,0.5915007835572522,BERT MLP Only (std),fewshot_adaptation,0.1,42
macro,1,0.7106838505572514,0.5982905982905983,0.5974527049795867,BERT MLP Only (std),fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7106838505572514,0.5982905982905983,0.5974527049795867,BERT MLP Only (std),fewshot_adaptation,0.1,43
macro,1,0.7971925772053791,0.6923076923076923,0.6918113408680806,BERT MLP Only (std),fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.7971925772053791,0.6923076923076923,0.6918113408680806,BERT MLP Only (std),fewshot_adaptation,0.1,44
macro,1,0.6429656037754469,0.5128205128205128,0.5082636317930435,BERT MLP Only (std),fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.6429656037754469,0.5128205128205128,0.5082636317930435,BERT MLP Only (std),fewshot_adaptation,0.1,45
macro,1,0.7039671099789145,0.5982905982905983,0.5997637628072411,BERT MLP Only (std),fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7039671099789145,0.5982905982905983,0.5997637628072411,BERT MLP Only (std),fewshot_adaptation,0.1,46
macro,1,0.732357046695319,0.6581196581196581,0.6375812198140264,BiomedCLIP,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.732357046695319,0.6581196581196581,0.6375812198140264,BiomedCLIP,fewshot_adaptation,0.01,42
macro,1,0.8090988535245369,0.6752136752136753,0.6489280056328111,BiomedCLIP,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.8090988535245369,0.6752136752136753,0.6489280056328111,BiomedCLIP,fewshot_adaptation,0.01,43
macro,1,0.8400740756303495,0.6239316239316239,0.6323940932968088,BiomedCLIP,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.8400740756303495,0.6239316239316239,0.6323940932968088,BiomedCLIP,fewshot_adaptation,0.01,44
macro,1,0.7463242903362333,0.5897435897435898,0.5873763983216721,BiomedCLIP,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.7463242903362333,0.5897435897435898,0.5873763983216721,BiomedCLIP,fewshot_adaptation,0.01,45
macro,1,0.8264640133546566,0.6153846153846154,0.6277576963330782,BiomedCLIP,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.8264640133546566,0.6153846153846154,0.6277576963330782,BiomedCLIP,fewshot_adaptation,0.01,46
macro,1,0.8429888400700919,0.6752136752136753,0.6825093008292404,BiomedCLIP,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.8429888400700919,0.6752136752136753,0.6825093008292404,BiomedCLIP,fewshot_adaptation,0.05,42
macro,1,0.8556852102226848,0.6837606837606838,0.6906978007680583,BiomedCLIP,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.8556852102226848,0.6837606837606838,0.6906978007680583,BiomedCLIP,fewshot_adaptation,0.05,43
macro,1,0.8647540259469926,0.7264957264957265,0.7192979756004966,BiomedCLIP,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.8647540259469926,0.7264957264957265,0.7192979756004966,BiomedCLIP,fewshot_adaptation,0.05,44
macro,1,0.8823284489093678,0.6923076923076923,0.7034976512401262,BiomedCLIP,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.8823284489093678,0.6923076923076923,0.7034976512401262,BiomedCLIP,fewshot_adaptation,0.05,45
macro,1,0.8774987444143135,0.7094017094017094,0.7148239267642253,BiomedCLIP,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.8774987444143135,0.7094017094017094,0.7148239267642253,BiomedCLIP,fewshot_adaptation,0.05,46
macro,1,0.8874913334339061,0.7606837606837606,0.7642525116209328,BiomedCLIP,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.8874913334339061,0.7606837606837606,0.7642525116209328,BiomedCLIP,fewshot_adaptation,0.1,42
macro,1,0.9280401637429039,0.8034188034188035,0.8059680438670709,BiomedCLIP,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.9280401637429039,0.8034188034188035,0.8059680438670709,BiomedCLIP,fewshot_adaptation,0.1,43
macro,1,0.8666788843476435,0.7264957264957265,0.7308205494462907,BiomedCLIP,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8666788843476435,0.7264957264957265,0.7308205494462907,BiomedCLIP,fewshot_adaptation,0.1,44
macro,1,0.9024214855650806,0.7606837606837606,0.7651498599870022,BiomedCLIP,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.9024214855650806,0.7606837606837606,0.7651498599870022,BiomedCLIP,fewshot_adaptation,0.1,45
macro,1,0.8771008300678241,0.7094017094017094,0.7180811925909966,BiomedCLIP,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.8771008300678241,0.7094017094017094,0.7180811925909966,BiomedCLIP,fewshot_adaptation,0.1,46
macro,1,0.5935838403065126,0.48717948717948717,0.4738832710055732,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.5935838403065126,0.48717948717948717,0.4738832710055732,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,42
macro,1,0.7255073634351216,0.5811965811965812,0.5850202005569236,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7255073634351216,0.5811965811965812,0.5850202005569236,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,43
macro,1,0.6994126376140164,0.5213675213675214,0.5410628807389941,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.6994126376140164,0.5213675213675214,0.5410628807389941,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,44
macro,1,0.6545018520282349,0.5726495726495726,0.5585504870793733,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.6545018520282349,0.5726495726495726,0.5585504870793733,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,45
macro,1,0.7163938342028954,0.5555555555555556,0.5587248929566989,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.7163938342028954,0.5555555555555556,0.5587248929566989,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,46
macro,1,0.7754330247850384,0.6324786324786325,0.6335376305704917,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.7754330247850384,0.6324786324786325,0.6335376305704917,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,42
macro,1,0.8344752125759234,0.6581196581196581,0.6577475989240694,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.8344752125759234,0.6581196581196581,0.6577475989240694,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,43
macro,1,0.765490940578527,0.6153846153846154,0.6230155766413841,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.765490940578527,0.6153846153846154,0.6230155766413841,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,44
macro,1,0.7194942351093957,0.5726495726495726,0.5671324560213449,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7194942351093957,0.5726495726495726,0.5671324560213449,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,45
macro,1,0.7577331033758741,0.6324786324786325,0.6390677658283291,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7577331033758741,0.6324786324786325,0.6390677658283291,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,46
macro,1,0.7893135535569947,0.6666666666666666,0.6685529570144955,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7893135535569947,0.6666666666666666,0.6685529570144955,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,42
macro,1,0.8120694920040905,0.7008547008547008,0.7020928576901059,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.8120694920040906,0.7008547008547008,0.7020928576901059,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,43
macro,1,0.7758790668717892,0.5982905982905983,0.5960110517990153,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.7758790668717891,0.5982905982905983,0.5960110517990153,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,44
macro,1,0.8181617467478275,0.6239316239316239,0.6204556092994227,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.8181617467478274,0.6239316239316239,0.6204556092994227,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,45
macro,1,0.7378039517873294,0.5811965811965812,0.5911751394433782,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7378039517873294,0.5811965811965812,0.5911751394433782,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,46
macro,1,0.6489499718713176,0.5213675213675214,0.5293745749563423,CLIP +Img Enc (std),fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.6489499718713176,0.5213675213675214,0.5293745749563423,CLIP +Img Enc (std),fewshot_adaptation,0.01,42
macro,1,0.7440868230791152,0.6324786324786325,0.6378846280807066,CLIP +Img Enc (std),fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7440868230791152,0.6324786324786325,0.6378846280807066,CLIP +Img Enc (std),fewshot_adaptation,0.01,43
macro,1,0.39942560808194894,0.3418803418803419,0.33054882562756577,CLIP +Img Enc (std),fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.39942560808194894,0.3418803418803419,0.33054882562756577,CLIP +Img Enc (std),fewshot_adaptation,0.01,44
macro,1,0.4737806417932407,0.36752136752136755,0.3598380675962043,CLIP +Img Enc (std),fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.4737806417932407,0.36752136752136755,0.3598380675962043,CLIP +Img Enc (std),fewshot_adaptation,0.01,45
macro,1,0.6956765299893988,0.47863247863247865,0.5065527065527066,CLIP +Img Enc (std),fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6956765299893988,0.47863247863247865,0.5065527065527066,CLIP +Img Enc (std),fewshot_adaptation,0.01,46
macro,1,0.68047093779068,0.5042735042735043,0.5086223393240937,CLIP +Img Enc (std),fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.68047093779068,0.5042735042735043,0.5086223393240937,CLIP +Img Enc (std),fewshot_adaptation,0.05,42
macro,1,0.7167833622009402,0.5897435897435898,0.6052556459796279,CLIP +Img Enc (std),fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7167833622009402,0.5897435897435898,0.6052556459796279,CLIP +Img Enc (std),fewshot_adaptation,0.05,43
macro,1,0.6018975212590475,0.41025641025641024,0.45019544944862344,CLIP +Img Enc (std),fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.6018975212590475,0.41025641025641024,0.45019544944862344,CLIP +Img Enc (std),fewshot_adaptation,0.05,44
macro,1,0.7129300424535847,0.5726495726495726,0.5774655742455386,CLIP +Img Enc (std),fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7129300424535847,0.5726495726495726,0.5774655742455386,CLIP +Img Enc (std),fewshot_adaptation,0.05,45
macro,1,0.7662620550513459,0.5726495726495726,0.5943755169561621,CLIP +Img Enc (std),fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7662620550513459,0.5726495726495726,0.5943755169561621,CLIP +Img Enc (std),fewshot_adaptation,0.05,46
macro,1,0.701355814647532,0.5213675213675214,0.5302234971959743,CLIP +Img Enc (std),fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.701355814647532,0.5213675213675214,0.5302234971959743,CLIP +Img Enc (std),fewshot_adaptation,0.1,42
macro,1,0.7147018423171376,0.5555555555555556,0.5700379692282526,CLIP +Img Enc (std),fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7147018423171376,0.5555555555555556,0.5700379692282526,CLIP +Img Enc (std),fewshot_adaptation,0.1,43
macro,1,0.6222688093876935,0.5213675213675214,0.5259009842539996,CLIP +Img Enc (std),fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.6222688093876935,0.5213675213675214,0.5259009842539996,CLIP +Img Enc (std),fewshot_adaptation,0.1,44
macro,1,0.7537150236925544,0.5811965811965812,0.5752313399372223,CLIP +Img Enc (std),fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7537150236925543,0.5811965811965812,0.5752313399372223,CLIP +Img Enc (std),fewshot_adaptation,0.1,45
macro,1,0.790907171604878,0.5982905982905983,0.6143625578010313,CLIP +Img Enc (std),fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.790907171604878,0.5982905982905983,0.6143625578010313,CLIP +Img Enc (std),fewshot_adaptation,0.1,46
macro,1,0.6476496706856146,0.5299145299145299,0.5237553871926748,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.6476496706856146,0.5299145299145299,0.5237553871926748,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,42
macro,1,0.6421471520307934,0.5384615384615384,0.5511854428077833,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.6421471520307934,0.5384615384615384,0.5511854428077833,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,43
macro,1,0.6788667108002476,0.5384615384615384,0.5645391048616855,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.6788667108002476,0.5384615384615384,0.5645391048616855,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,44
macro,1,0.5553734499652073,0.4700854700854701,0.45557490070683154,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.5553734499652073,0.4700854700854701,0.45557490070683154,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,45
macro,1,0.6440514136013283,0.49572649572649574,0.5154672316249157,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6440514136013283,0.49572649572649574,0.5154672316249157,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,46
macro,1,0.7579316024741587,0.6495726495726496,0.6503863762880157,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.7579316024741587,0.6495726495726496,0.6503863762880157,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,42
macro,1,0.6935232344848621,0.5982905982905983,0.5938967230863376,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.6935232344848621,0.5982905982905983,0.5938967230863376,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,43
macro,1,0.7315983486502619,0.5555555555555556,0.5672152296958978,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7315983486502619,0.5555555555555556,0.5672152296958978,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,44
macro,1,0.6214991216793669,0.46153846153846156,0.459255007016201,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.6214991216793669,0.46153846153846156,0.459255007016201,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,45
macro,1,0.6958590807878631,0.5299145299145299,0.5384499256781866,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.6958590807878631,0.5299145299145299,0.5384499256781866,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,46
macro,1,0.7763058529607808,0.6153846153846154,0.6239308598507599,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7763058529607808,0.6153846153846154,0.6239308598507599,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,42
macro,1,0.6870134802201203,0.5555555555555556,0.5643447848311518,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.6870134802201203,0.5555555555555556,0.5643447848311518,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,43
macro,1,0.8160807881800896,0.6923076923076923,0.6794098725787531,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8160807881800896,0.6923076923076923,0.6794098725787531,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,44
macro,1,0.6703853332078081,0.5384615384615384,0.5384615384615384,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.6703853332078081,0.5384615384615384,0.5384615384615384,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,45
macro,1,0.6734879426927439,0.5470085470085471,0.557347670250896,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.6734879426927439,0.5470085470085471,0.557347670250896,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,46
macro,1,0.707267132003122,0.46153846153846156,0.4599871863029758,CLIP +Txt Enc (std),fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.707267132003122,0.46153846153846156,0.4599871863029758,CLIP +Txt Enc (std),fewshot_adaptation,0.01,42
macro,1,0.7065867264820506,0.5641025641025641,0.5601546601546602,CLIP +Txt Enc (std),fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7065867264820506,0.5641025641025641,0.5601546601546602,CLIP +Txt Enc (std),fewshot_adaptation,0.01,43
macro,1,0.7126965372683868,0.6153846153846154,0.6200408387908388,CLIP +Txt Enc (std),fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.7126965372683868,0.6153846153846154,0.6200408387908388,CLIP +Txt Enc (std),fewshot_adaptation,0.01,44
macro,1,0.5262134785952217,0.3418803418803419,0.34236409093551956,CLIP +Txt Enc (std),fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.5262134785952217,0.3418803418803419,0.34236409093551956,CLIP +Txt Enc (std),fewshot_adaptation,0.01,45
macro,1,0.7229469495783573,0.5641025641025641,0.5825993356686214,CLIP +Txt Enc (std),fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.7229469495783573,0.5641025641025641,0.5825993356686214,CLIP +Txt Enc (std),fewshot_adaptation,0.01,46
macro,1,0.822977986550285,0.6923076923076923,0.6890667904242566,CLIP +Txt Enc (std),fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.822977986550285,0.6923076923076923,0.6890667904242566,CLIP +Txt Enc (std),fewshot_adaptation,0.05,42
macro,1,0.7999215076569922,0.6068376068376068,0.6136539738315581,CLIP +Txt Enc (std),fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7999215076569922,0.6068376068376068,0.6136539738315581,CLIP +Txt Enc (std),fewshot_adaptation,0.05,43
macro,1,0.8159631480816159,0.6752136752136753,0.6770070207570208,CLIP +Txt Enc (std),fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.8159631480816157,0.6752136752136753,0.6770070207570208,CLIP +Txt Enc (std),fewshot_adaptation,0.05,44
macro,1,0.6858282533463608,0.48717948717948717,0.49019636661502985,CLIP +Txt Enc (std),fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.6858282533463608,0.48717948717948717,0.49019636661502985,CLIP +Txt Enc (std),fewshot_adaptation,0.05,45
macro,1,0.7742740981231244,0.6410256410256411,0.6467840152050678,CLIP +Txt Enc (std),fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7742740981231244,0.6410256410256411,0.6467840152050678,CLIP +Txt Enc (std),fewshot_adaptation,0.05,46
macro,1,0.8033362776501564,0.6752136752136753,0.6754827760194486,CLIP +Txt Enc (std),fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.8033362776501564,0.6752136752136753,0.6754827760194486,CLIP +Txt Enc (std),fewshot_adaptation,0.1,42
macro,1,0.7342927777322307,0.5897435897435898,0.5920257648953301,CLIP +Txt Enc (std),fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7342927777322307,0.5897435897435898,0.5920257648953301,CLIP +Txt Enc (std),fewshot_adaptation,0.1,43
macro,1,0.8207970826281862,0.7008547008547008,0.7013073647219988,CLIP +Txt Enc (std),fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8207970826281861,0.7008547008547008,0.7013073647219988,CLIP +Txt Enc (std),fewshot_adaptation,0.1,44
macro,1,0.7659070523185126,0.5897435897435898,0.6011985212489627,CLIP +Txt Enc (std),fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7659070523185127,0.5897435897435898,0.6011985212489627,CLIP +Txt Enc (std),fewshot_adaptation,0.1,45
macro,1,0.7390216669823716,0.6068376068376068,0.6179746179746181,CLIP +Txt Enc (std),fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7390216669823716,0.6068376068376068,0.6179746179746181,CLIP +Txt Enc (std),fewshot_adaptation,0.1,46
macro,1,0.6247079636568459,0.42735042735042733,0.43985011749952563,CLIP Full (LLM),fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.6247079636568459,0.42735042735042733,0.43985011749952563,CLIP Full (LLM),fewshot_adaptation,0.01,42
macro,1,0.5056666906219728,0.4017094017094017,0.4246466145779647,CLIP Full (LLM),fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.5056666906219728,0.4017094017094017,0.4246466145779647,CLIP Full (LLM),fewshot_adaptation,0.01,43
macro,1,0.6211192312537465,0.4017094017094017,0.4152312075388998,CLIP Full (LLM),fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.6211192312537465,0.4017094017094017,0.4152312075388998,CLIP Full (LLM),fewshot_adaptation,0.01,44
macro,1,0.5343110315713457,0.29914529914529914,0.2928073779591417,CLIP Full (LLM),fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.5343110315713457,0.29914529914529914,0.2928073779591417,CLIP Full (LLM),fewshot_adaptation,0.01,45
macro,1,0.6420795465694803,0.46153846153846156,0.46835492784438393,CLIP Full (LLM),fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6420795465694803,0.46153846153846156,0.46835492784438393,CLIP Full (LLM),fewshot_adaptation,0.01,46
macro,1,0.6443002935927334,0.5811965811965812,0.5775161308008023,CLIP Full (LLM),fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.6443002935927333,0.5811965811965812,0.5775161308008023,CLIP Full (LLM),fewshot_adaptation,0.05,42
macro,1,0.6588071451710195,0.5384615384615384,0.5487693365677452,CLIP Full (LLM),fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.6588071451710195,0.5384615384615384,0.5487693365677452,CLIP Full (LLM),fewshot_adaptation,0.05,43
macro,1,0.6824097156655887,0.5641025641025641,0.5647564830962409,CLIP Full (LLM),fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.6824097156655887,0.5641025641025641,0.5647564830962409,CLIP Full (LLM),fewshot_adaptation,0.05,44
macro,1,0.6344986768741054,0.49572649572649574,0.4820893251884881,CLIP Full (LLM),fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.6344986768741054,0.49572649572649574,0.4820893251884881,CLIP Full (LLM),fewshot_adaptation,0.05,45
macro,1,0.7251586536611856,0.48717948717948717,0.4804378161521019,CLIP Full (LLM),fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7251586536611856,0.48717948717948717,0.4804378161521019,CLIP Full (LLM),fewshot_adaptation,0.05,46
macro,1,0.7007745562769703,0.5726495726495726,0.574741839251762,CLIP Full (LLM),fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7007745562769703,0.5726495726495726,0.574741839251762,CLIP Full (LLM),fewshot_adaptation,0.1,42
macro,1,0.7045920476848176,0.5128205128205128,0.5081266638643688,CLIP Full (LLM),fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7045920476848176,0.5128205128205128,0.5081266638643688,CLIP Full (LLM),fewshot_adaptation,0.1,43
macro,1,0.6924468843166528,0.5213675213675214,0.5249233340665941,CLIP Full (LLM),fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.6924468843166528,0.5213675213675214,0.5249233340665941,CLIP Full (LLM),fewshot_adaptation,0.1,44
macro,1,0.6597755249802889,0.5641025641025641,0.562302194449152,CLIP Full (LLM),fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.6597755249802889,0.5641025641025641,0.562302194449152,CLIP Full (LLM),fewshot_adaptation,0.1,45
macro,1,0.7411609347167145,0.5897435897435898,0.5969339302672637,CLIP Full (LLM),fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7411609347167145,0.5897435897435898,0.5969339302672637,CLIP Full (LLM),fewshot_adaptation,0.1,46
macro,1,0.46268929024833283,0.358974358974359,0.3621426804244763,CLIP Full (std),fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.46268929024833283,0.358974358974359,0.3621426804244763,CLIP Full (std),fewshot_adaptation,0.01,42
macro,1,0.47665648594493604,0.42735042735042733,0.42370200280648046,CLIP Full (std),fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.47665648594493604,0.42735042735042733,0.42370200280648046,CLIP Full (std),fewshot_adaptation,0.01,43
macro,1,0.5688736867587901,0.452991452991453,0.4597578485713158,CLIP Full (std),fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.56887368675879,0.452991452991453,0.4597578485713158,CLIP Full (std),fewshot_adaptation,0.01,44
macro,1,0.652630985125593,0.5555555555555556,0.5577714466603355,CLIP Full (std),fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.652630985125593,0.5555555555555556,0.5577714466603355,CLIP Full (std),fewshot_adaptation,0.01,45
macro,1,0.50500331505808,0.3504273504273504,0.3757883358563519,CLIP Full (std),fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.50500331505808,0.3504273504273504,0.3757883358563519,CLIP Full (std),fewshot_adaptation,0.01,46
macro,1,0.6698339154990461,0.5470085470085471,0.5575382966687313,CLIP Full (std),fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.6698339154990461,0.5470085470085471,0.5575382966687313,CLIP Full (std),fewshot_adaptation,0.05,42
macro,1,0.5335066503331888,0.4700854700854701,0.46558501134772323,CLIP Full (std),fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.5335066503331888,0.4700854700854701,0.46558501134772323,CLIP Full (std),fewshot_adaptation,0.05,43
macro,1,0.6755505717520706,0.5213675213675214,0.534621578099839,CLIP Full (std),fewshot_adaptation,0.05,44
