organ,n_train,n_val,n_test,n_classes,best_c,val_f1_weighted,accuracy,f1_weighted,auroc,n_eval,model,setting,fewshot_frac,seed
breast,8,118,117,3,0.1,0.5492086399283399,0.5555555555555556,0.5587248929566989,0.7163938342028954,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.01,46
breast,29,118,117,3,10.0,0.5287136263453077,0.6324786324786325,0.6335376305704917,0.7754330247850384,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,42
breast,29,118,117,3,0.1,0.5594512681696768,0.6581196581196581,0.6577475989240694,0.8344752125759234,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,43
breast,29,118,117,3,10.0,0.5932683388792673,0.6153846153846154,0.6230155766413841,0.765490940578527,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,44
breast,29,118,117,3,0.1,0.5725436506027562,0.5726495726495726,0.5671324560213449,0.7194942351093957,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,45
breast,29,118,117,3,10.0,0.6075800376647834,0.6324786324786325,0.6390677658283291,0.7577331033758741,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.05,46
breast,56,118,117,3,0.1,0.6105905884829982,0.6666666666666666,0.6685529570144955,0.7893135535569947,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,42
breast,56,118,117,3,1.0,0.5625321312200137,0.7008547008547008,0.7020928576901059,0.8120694920040905,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,43
breast,56,118,117,3,10.0,0.6135403194972882,0.5982905982905983,0.5960110517990153,0.7758790668717892,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,44
breast,56,118,117,3,0.1,0.6217161714330346,0.6239316239316239,0.6204556092994227,0.8181617467478275,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,45
breast,56,118,117,3,0.1,0.6127569996937505,0.5811965811965812,0.5911751394433782,0.7378039517873294,117,CLIP +Img Enc (LLM),fewshot_adaptation,0.1,46
breast,8,118,117,3,0.1,0.45553481830929976,0.5299145299145299,0.5237553871926748,0.6476496706856146,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,42
breast,8,118,117,3,0.1,0.476844284624605,0.5384615384615384,0.5511854428077833,0.6421471520307934,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,43
breast,8,118,117,3,0.1,0.46859888016887014,0.5384615384615384,0.5645391048616855,0.6788667108002476,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,44
breast,8,118,117,3,10.0,0.4278141079822649,0.4700854700854701,0.45557490070683154,0.5553734499652073,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,45
breast,8,118,117,3,10.0,0.4290764071422097,0.49572649572649574,0.5154672316249157,0.6440514136013283,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.01,46
breast,29,118,117,3,10.0,0.5322504708097928,0.6495726495726496,0.6503863762880157,0.7579316024741587,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,42
breast,29,118,117,3,1.0,0.4928033712627301,0.5982905982905983,0.5938967230863376,0.6935232344848621,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,43
breast,29,118,117,3,10.0,0.5786970628076784,0.5555555555555556,0.5672152296958978,0.7315983486502619,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,44
breast,29,118,117,3,10.0,0.49134034836594137,0.46153846153846156,0.459255007016201,0.6214991216793669,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,45
breast,29,118,117,3,0.1,0.554286094183384,0.5299145299145299,0.5384499256781866,0.6958590807878631,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.05,46
breast,56,118,117,3,0.1,0.5189354489722322,0.6153846153846154,0.6239308598507599,0.7763058529607808,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,42
breast,56,118,117,3,10.0,0.4922039546192265,0.5555555555555556,0.5643447848311518,0.6870134802201203,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,43
breast,56,118,117,3,10.0,0.6100480980596731,0.6923076923076923,0.6794098725787531,0.8160807881800896,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,44
breast,56,118,117,3,1.0,0.5753635171887148,0.5384615384615384,0.5384615384615384,0.6703853332078081,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,45
breast,56,118,117,3,1.0,0.5417396183542396,0.5470085470085471,0.557347670250896,0.6734879426927439,117,CLIP +Txt Enc (LLM),fewshot_adaptation,0.1,46
breast,8,118,117,3,0.01,0.45523358008452813,0.42735042735042733,0.43985011749952563,0.6247079636568459,117,CLIP Full (LLM),fewshot_adaptation,0.01,42
breast,8,118,117,3,1.0,0.46166436375344533,0.4017094017094017,0.4246466145779647,0.5056666906219728,117,CLIP Full (LLM),fewshot_adaptation,0.01,43
breast,8,118,117,3,0.1,0.35707008195177486,0.4017094017094017,0.4152312075388998,0.6211192312537465,117,CLIP Full (LLM),fewshot_adaptation,0.01,44
breast,8,118,117,3,0.01,0.363483149466429,0.29914529914529914,0.2928073779591417,0.5343110315713457,117,CLIP Full (LLM),fewshot_adaptation,0.01,45
breast,8,118,117,3,10.0,0.42551533121961155,0.46153846153846156,0.46835492784438393,0.6420795465694803,117,CLIP Full (LLM),fewshot_adaptation,0.01,46
breast,29,118,117,3,10.0,0.53575118932726,0.5811965811965812,0.5775161308008023,0.6443002935927334,117,CLIP Full (LLM),fewshot_adaptation,0.05,42
breast,29,118,117,3,1.0,0.5432981083739336,0.5384615384615384,0.5487693365677452,0.6588071451710195,117,CLIP Full (LLM),fewshot_adaptation,0.05,43
breast,29,118,117,3,10.0,0.568207830466855,0.5641025641025641,0.5647564830962409,0.6824097156655887,117,CLIP Full (LLM),fewshot_adaptation,0.05,44
breast,29,118,117,3,10.0,0.580854174074513,0.49572649572649574,0.4820893251884881,0.6344986768741054,117,CLIP Full (LLM),fewshot_adaptation,0.05,45
breast,29,118,117,3,0.01,0.4506336022165891,0.48717948717948717,0.4804378161521019,0.7251586536611856,117,CLIP Full (LLM),fewshot_adaptation,0.05,46
breast,56,118,117,3,10.0,0.5892363474535643,0.5726495726495726,0.574741839251762,0.7007745562769703,117,CLIP Full (LLM),fewshot_adaptation,0.1,42
breast,56,118,117,3,10.0,0.6103141500108493,0.5128205128205128,0.5081266638643688,0.7045920476848176,117,CLIP Full (LLM),fewshot_adaptation,0.1,43
breast,56,118,117,3,10.0,0.5831946423103039,0.5213675213675214,0.5249233340665941,0.6924468843166528,117,CLIP Full (LLM),fewshot_adaptation,0.1,44
breast,56,118,117,3,0.1,0.5744624490387203,0.5641025641025641,0.562302194449152,0.6597755249802889,117,CLIP Full (LLM),fewshot_adaptation,0.1,45
breast,56,118,117,3,10.0,0.5461546773579866,0.5897435897435898,0.5969339302672637,0.7411609347167145,117,CLIP Full (LLM),fewshot_adaptation,0.1,46
breast,8,118,117,3,0.1,0.49022164276401564,0.5470085470085471,0.5399102867187974,0.6792802144769307,117,BERT MLP Only (LLM),fewshot_adaptation,0.01,42
breast,8,118,117,3,0.01,0.48189048912070687,0.5982905982905983,0.6081740785160547,0.7411018857831744,117,BERT MLP Only (LLM),fewshot_adaptation,0.01,43
breast,8,118,117,3,10.0,0.5046386261743758,0.6068376068376068,0.6209245170783633,0.6975305731107174,117,BERT MLP Only (LLM),fewshot_adaptation,0.01,44
breast,8,118,117,3,0.1,0.46295285392839547,0.47863247863247865,0.4703979025401311,0.5824607863134474,117,BERT MLP Only (LLM),fewshot_adaptation,0.01,45
breast,8,118,117,3,0.01,0.4640829079976231,0.4017094017094017,0.40913092457351363,0.5731876159280614,117,BERT MLP Only (LLM),fewshot_adaptation,0.01,46
breast,29,118,117,3,1.0,0.5399789468802894,0.6153846153846154,0.6195254143109484,0.7389666094510287,117,BERT MLP Only (LLM),fewshot_adaptation,0.05,42
breast,29,118,117,3,1.0,0.5427752046978338,0.5384615384615384,0.5293910539070393,0.7130094635070031,117,BERT MLP Only (LLM),fewshot_adaptation,0.05,43
breast,29,118,117,3,0.1,0.5472428955201831,0.5811965811965812,0.596751709282968,0.7292788130631841,117,BERT MLP Only (LLM),fewshot_adaptation,0.05,44
breast,29,118,117,3,10.0,0.48317366740358636,0.5128205128205128,0.5038531061144486,0.635519079630858,117,BERT MLP Only (LLM),fewshot_adaptation,0.05,45
breast,29,118,117,3,0.1,0.5506490053648577,0.5897435897435898,0.5778249532213479,0.6465111143054583,117,BERT MLP Only (LLM),fewshot_adaptation,0.05,46
breast,56,118,117,3,10.0,0.5058449842484835,0.6153846153846154,0.6262108262108262,0.7561494199100615,117,BERT MLP Only (LLM),fewshot_adaptation,0.1,42
breast,56,118,117,3,0.01,0.4803858145664787,0.6410256410256411,0.644075441039388,0.7921534650558401,117,BERT MLP Only (LLM),fewshot_adaptation,0.1,43
breast,56,118,117,3,0.01,0.5390213540170449,0.6495726495726496,0.6496747756910358,0.7968738258095467,117,BERT MLP Only (LLM),fewshot_adaptation,0.1,44
breast,56,118,117,3,0.01,0.5659673110751896,0.5299145299145299,0.5314955864154949,0.7048264350912937,117,BERT MLP Only (LLM),fewshot_adaptation,0.1,45
breast,56,118,117,3,0.01,0.5623681949543076,0.5555555555555556,0.5678701929899248,0.6813503019401751,117,BERT MLP Only (LLM),fewshot_adaptation,0.1,46
breast,8,118,117,3,10.0,0.4793104218306871,0.5641025641025641,0.5660108080370745,0.7254078283645863,117,BERT +Img Enc (LLM),fewshot_adaptation,0.01,42
breast,8,118,117,3,0.01,0.5468133610863316,0.49572649572649574,0.493011125444113,0.6677133497988802,117,BERT +Img Enc (LLM),fewshot_adaptation,0.01,43
breast,8,118,117,3,10.0,0.5025774718794391,0.452991452991453,0.48732733301309805,0.6813292478775708,117,BERT +Img Enc (LLM),fewshot_adaptation,0.01,44
breast,8,118,117,3,0.1,0.5305075229113333,0.5811965811965812,0.5708584715937658,0.6819332170700637,117,BERT +Img Enc (LLM),fewshot_adaptation,0.01,45
breast,8,118,117,3,0.1,0.5638866469374944,0.5213675213675214,0.5365269039609297,0.630134044757675,117,BERT +Img Enc (LLM),fewshot_adaptation,0.01,46
breast,29,118,117,3,0.1,0.5109753700539772,0.5555555555555556,0.5719428432606728,0.7637579021587698,117,BERT +Img Enc (LLM),fewshot_adaptation,0.05,42
breast,29,118,117,3,0.01,0.522163381032426,0.6153846153846154,0.6200557535344356,0.7424965944489473,117,BERT +Img Enc (LLM),fewshot_adaptation,0.05,43
breast,29,118,117,3,10.0,0.5919020715630884,0.5811965811965812,0.5756301341307828,0.6362884151093332,117,BERT +Img Enc (LLM),fewshot_adaptation,0.05,44
breast,29,118,117,3,0.01,0.5897343430700804,0.5470085470085471,0.55091044221479,0.7248279749308356,117,BERT +Img Enc (LLM),fewshot_adaptation,0.05,45
breast,29,118,117,3,0.01,0.5107826952634247,0.5726495726495726,0.588304640309641,0.7783076919268715,117,BERT +Img Enc (LLM),fewshot_adaptation,0.05,46
breast,56,118,117,3,10.0,0.6065619204281022,0.6324786324786325,0.6341371634124515,0.7318670450364305,117,BERT +Img Enc (LLM),fewshot_adaptation,0.1,42
breast,56,118,117,3,0.1,0.48641377454936774,0.6581196581196581,0.6701278180083043,0.7692107507370071,117,BERT +Img Enc (LLM),fewshot_adaptation,0.1,43
breast,56,118,117,3,0.01,0.6458679660723762,0.5982905982905983,0.6101528101528102,0.7023906654147902,117,BERT +Img Enc (LLM),fewshot_adaptation,0.1,44
breast,56,118,117,3,0.01,0.573928623516673,0.5555555555555556,0.5717364760843022,0.7208378947252264,117,BERT +Img Enc (LLM),fewshot_adaptation,0.1,45
breast,56,118,117,3,10.0,0.5499541876776576,0.5470085470085471,0.5554847728760772,0.6214760736389021,117,BERT +Img Enc (LLM),fewshot_adaptation,0.1,46
breast,8,118,117,3,1.0,0.4627950074127499,0.5128205128205128,0.5062453620476767,0.6806370468305434,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.01,42
breast,8,118,117,3,0.01,0.477232121299918,0.5726495726495726,0.5809563178456417,0.7394102956799347,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.01,43
breast,8,118,117,3,10.0,0.5228861756196235,0.5897435897435898,0.6053494648965885,0.6939362968594351,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.01,44
breast,8,118,117,3,0.01,0.4389308996088658,0.46153846153846156,0.45463754352643243,0.6090298557634918,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.01,45
breast,8,118,117,3,1.0,0.5003726573753335,0.4700854700854701,0.4933986722414543,0.6166580142502717,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.01,46
breast,29,118,117,3,0.1,0.5573944832170157,0.6581196581196581,0.658345877243515,0.7772285139633647,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.05,42
breast,29,118,117,3,1.0,0.5186162753974103,0.5470085470085471,0.5360585680257811,0.7190952420924939,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.05,43
breast,29,118,117,3,1.0,0.5568846683667634,0.5641025641025641,0.5713126022913257,0.7226756905457812,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.05,44
breast,29,118,117,3,10.0,0.5728022820572509,0.46153846153846156,0.46223036223036224,0.6652645588763639,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.05,45
breast,29,118,117,3,0.01,0.543990798894835,0.6239316239316239,0.6350489017155683,0.7268729381198599,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.05,46
breast,56,118,117,3,10.0,0.5224132442640852,0.6581196581196581,0.664597353760235,0.8043994695557829,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.1,42
breast,56,118,117,3,0.01,0.4689696993981919,0.6239316239316239,0.6244973748653466,0.8155616720701974,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.1,43
breast,56,118,117,3,0.1,0.5913592555666335,0.717948717948718,0.7070842751620783,0.824325313752742,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.1,44
breast,56,118,117,3,1.0,0.6047675686391119,0.5470085470085471,0.5400850709445939,0.6932151816399562,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.1,45
breast,56,118,117,3,10.0,0.5374456684221419,0.5555555555555556,0.5657032832857009,0.7062036388754894,117,BERT +Txt Enc (LLM),fewshot_adaptation,0.1,46
breast,8,118,117,3,1.0,0.46269564512205014,0.42735042735042733,0.43879392212725543,0.6030230397735176,117,BERT Full (LLM),fewshot_adaptation,0.01,42
breast,8,118,117,3,0.01,0.40312218580963044,0.5042735042735043,0.503162328559154,0.6718763583184358,117,BERT Full (LLM),fewshot_adaptation,0.01,43
breast,8,118,117,3,0.01,0.4528366062354523,0.4358974358974359,0.4430985223064431,0.6048411395196167,117,BERT Full (LLM),fewshot_adaptation,0.01,44
breast,8,118,117,3,0.01,0.5309736632560813,0.48717948717948717,0.4647549310006814,0.5818355921897271,117,BERT Full (LLM),fewshot_adaptation,0.01,45
breast,8,118,117,3,0.1,0.49644610259791394,0.452991452991453,0.4709255606691505,0.5333473130060391,117,BERT Full (LLM),fewshot_adaptation,0.01,46
breast,29,118,117,3,0.01,0.5050117128289927,0.4444444444444444,0.4568956420808273,0.6646034844862295,117,BERT Full (LLM),fewshot_adaptation,0.05,42
breast,29,118,117,3,1.0,0.4396163027894416,0.46153846153846156,0.4640019983935328,0.6592198330285294,117,BERT Full (LLM),fewshot_adaptation,0.05,43
breast,29,118,117,3,1.0,0.45923575233698455,0.49572649572649574,0.5049553609047852,0.6139337860173922,117,BERT Full (LLM),fewshot_adaptation,0.05,44
breast,29,118,117,3,10.0,0.4776972912566133,0.4444444444444444,0.4414109250710558,0.5232084566920929,117,BERT Full (LLM),fewshot_adaptation,0.05,45
breast,29,118,117,3,10.0,0.5119691765336227,0.5299145299145299,0.53275414251024,0.6222747262977605,117,BERT Full (LLM),fewshot_adaptation,0.05,46
breast,56,118,117,3,1.0,0.5239528660411051,0.46153846153846156,0.46704439142275594,0.6556410516739971,117,BERT Full (LLM),fewshot_adaptation,0.1,42
breast,56,118,117,3,1.0,0.4973270965586368,0.5555555555555556,0.5637702610029522,0.7073927490086866,117,BERT Full (LLM),fewshot_adaptation,0.1,43
breast,56,118,117,3,10.0,0.5207204735001345,0.5299145299145299,0.5528648306426085,0.6483837084287151,117,BERT Full (LLM),fewshot_adaptation,0.1,44
breast,56,118,117,3,10.0,0.512781630256791,0.5213675213675214,0.5239097085250931,0.6136682575554119,117,BERT Full (LLM),fewshot_adaptation,0.1,45
breast,56,118,117,3,1.0,0.5835930792977462,0.4700854700854701,0.4770285580465856,0.5876853197930512,117,BERT Full (LLM),fewshot_adaptation,0.1,46
