organ,n_train,n_val,n_test,n_classes,best_c,val_f1_weighted,accuracy,f1_weighted,auroc,n_eval,model,setting,fewshot_frac,seed
breast,29,118,117,3,0.01,0.4883150460570742,0.48717948717948717,0.49019636661502985,0.6858282533463608,117,CLIP +Txt Enc (std),fewshot_adaptation,0.05,45
breast,29,118,117,3,0.01,0.5419424266881894,0.6410256410256411,0.6467840152050678,0.7742740981231244,117,CLIP +Txt Enc (std),fewshot_adaptation,0.05,46
breast,56,118,117,3,0.1,0.5317276234685439,0.6752136752136753,0.6754827760194486,0.8033362776501564,117,CLIP +Txt Enc (std),fewshot_adaptation,0.1,42
breast,56,118,117,3,1.0,0.5445059525081754,0.5897435897435898,0.5920257648953301,0.7342927777322307,117,CLIP +Txt Enc (std),fewshot_adaptation,0.1,43
breast,56,118,117,3,1.0,0.6186440677966102,0.7008547008547008,0.7013073647219988,0.8207970826281862,117,CLIP +Txt Enc (std),fewshot_adaptation,0.1,44
breast,56,118,117,3,0.1,0.564776021966631,0.5897435897435898,0.6011985212489627,0.7659070523185126,117,CLIP +Txt Enc (std),fewshot_adaptation,0.1,45
breast,56,118,117,3,0.1,0.5761150213882025,0.6068376068376068,0.6179746179746181,0.7390216669823716,117,CLIP +Txt Enc (std),fewshot_adaptation,0.1,46
breast,8,118,117,3,0.1,0.4021327800442071,0.358974358974359,0.3621426804244763,0.46268929024833283,117,CLIP Full (std),fewshot_adaptation,0.01,42
breast,8,118,117,3,0.01,0.41891974370468854,0.42735042735042733,0.42370200280648046,0.47665648594493604,117,CLIP Full (std),fewshot_adaptation,0.01,43
breast,8,118,117,3,0.1,0.40891109128754083,0.452991452991453,0.4597578485713158,0.5688736867587901,117,CLIP Full (std),fewshot_adaptation,0.01,44
breast,8,118,117,3,0.01,0.4968950697764257,0.5555555555555556,0.5577714466603355,0.652630985125593,117,CLIP Full (std),fewshot_adaptation,0.01,45
breast,8,118,117,3,1.0,0.3063507242759083,0.3504273504273504,0.3757883358563519,0.50500331505808,117,CLIP Full (std),fewshot_adaptation,0.01,46
breast,29,118,117,3,10.0,0.482818840640845,0.5470085470085471,0.5575382966687313,0.6698339154990461,117,CLIP Full (std),fewshot_adaptation,0.05,42
breast,29,118,117,3,1.0,0.4481793852891087,0.4700854700854701,0.46558501134772323,0.5335066503331888,117,CLIP Full (std),fewshot_adaptation,0.05,43
breast,29,118,117,3,10.0,0.4284354909409702,0.5213675213675214,0.534621578099839,0.6755505717520706,117,CLIP Full (std),fewshot_adaptation,0.05,44
breast,29,118,117,3,1.0,0.47635189669087974,0.5641025641025641,0.528020276278116,0.6083024686469135,117,CLIP Full (std),fewshot_adaptation,0.05,45
breast,29,118,117,3,10.0,0.395702591567053,0.49572649572649574,0.5116836104745864,0.6208425044252255,117,CLIP Full (std),fewshot_adaptation,0.05,46
breast,56,118,117,3,10.0,0.42597044305617215,0.5384615384615384,0.551462506610315,0.6859329114886487,117,CLIP Full (std),fewshot_adaptation,0.1,42
breast,56,118,117,3,10.0,0.4603001510424017,0.39316239316239315,0.42070275403608737,0.537171965425216,117,CLIP Full (std),fewshot_adaptation,0.1,43
breast,56,118,117,3,1.0,0.5301667985121101,0.5470085470085471,0.5607203254262076,0.6541276174229743,117,CLIP Full (std),fewshot_adaptation,0.1,44
breast,56,118,117,3,10.0,0.5268409270698332,0.6239316239316239,0.6240288998468724,0.6830894268366204,117,CLIP Full (std),fewshot_adaptation,0.1,45
breast,56,118,117,3,10.0,0.5118260097926883,0.5213675213675214,0.5296514686758589,0.6565641922728692,117,CLIP Full (std),fewshot_adaptation,0.1,46
breast,8,118,117,3,0.1,0.44476314645806175,0.5213675213675214,0.5196257450926136,0.6698393610843677,117,BERT MLP Only (std),fewshot_adaptation,0.01,42
breast,8,118,117,3,0.01,0.4832975838552757,0.6239316239316239,0.6328927643070321,0.7546023308970868,117,BERT MLP Only (std),fewshot_adaptation,0.01,43
breast,8,118,117,3,10.0,0.52188919357392,0.5726495726495726,0.5651784608306347,0.6922416701044499,117,BERT MLP Only (std),fewshot_adaptation,0.01,44
breast,8,118,117,3,0.1,0.4699905166743383,0.4700854700854701,0.4661548119175238,0.6011445092867511,117,BERT MLP Only (std),fewshot_adaptation,0.01,45
breast,8,118,117,3,1.0,0.4633869644092218,0.4358974358974359,0.4468983485376927,0.6067361289973644,117,BERT MLP Only (std),fewshot_adaptation,0.01,46
breast,29,118,117,3,0.1,0.5228421593274403,0.5555555555555556,0.5586008533376954,0.6993660980099144,117,BERT MLP Only (std),fewshot_adaptation,0.05,42
breast,29,118,117,3,0.01,0.5341760228135133,0.5982905982905983,0.5963606793747278,0.7484412775986199,117,BERT MLP Only (std),fewshot_adaptation,0.05,43
breast,29,118,117,3,0.1,0.5439724117690219,0.5897435897435898,0.5947873009153654,0.7579216619947845,117,BERT MLP Only (std),fewshot_adaptation,0.05,44
breast,29,118,117,3,10.0,0.4967444247414555,0.4444444444444444,0.4425379688537583,0.5982843950048835,117,BERT MLP Only (std),fewshot_adaptation,0.05,45
breast,29,118,117,3,0.1,0.5189684230610233,0.6324786324786325,0.630898385279067,0.7224294111886084,117,BERT MLP Only (std),fewshot_adaptation,0.05,46
breast,56,118,117,3,0.01,0.4810113218067394,0.5811965811965812,0.5915007835572522,0.7501244055309422,117,BERT MLP Only (std),fewshot_adaptation,0.1,42
breast,56,118,117,3,1.0,0.5382883870430839,0.5982905982905983,0.5974527049795867,0.7106838505572514,117,BERT MLP Only (std),fewshot_adaptation,0.1,43
breast,56,118,117,3,10.0,0.5633240745989456,0.6923076923076923,0.6918113408680806,0.7971925772053791,117,BERT MLP Only (std),fewshot_adaptation,0.1,44
breast,56,118,117,3,1.0,0.6325176082122838,0.5128205128205128,0.5082636317930435,0.6429656037754469,117,BERT MLP Only (std),fewshot_adaptation,0.1,45
