accuracy,f1_weighted,auroc,n_eval,organ,fewshot_frac,seed,n_train
0.5897435897435898,0.5839850018010938,0.789652153462772,117,breast,0.005,42,6
0.6495726495726496,0.6710712545534699,0.7689032799060889,117,breast,0.005,43,6
0.6837606837606838,0.6714880329382734,0.7796831856658789,117,breast,0.005,44,6
0.7008547008547008,0.6829177718832891,0.787961578833447,117,breast,0.01,42,8
0.6495726495726496,0.6372103679795987,0.7757815272433198,117,breast,0.01,43,8
0.6752136752136753,0.6267471091000503,0.7840766785412203,117,breast,0.01,44,8
0.717948717948718,0.6988933873144401,0.7882891213715412,117,breast,0.02,42,12
0.6495726495726496,0.6339607021574954,0.7778409487713418,117,breast,0.02,43,12
0.6666666666666666,0.6481870623413439,0.7816090412122065,117,breast,0.02,44,12
0.717948717948718,0.6875528384962347,0.7848833716789477,117,breast,0.05,42,29
0.717948717948718,0.68395664691961,0.7865529784883663,117,breast,0.05,43,29
0.6239316239316239,0.5948084836973725,0.7610319460654246,117,breast,0.05,44,29
0.7094017094017094,0.670152404489754,0.7785134127067147,117,breast,0.1,42,56
0.6581196581196581,0.6244553863741156,0.77867278921936,117,breast,0.1,43,56
0.7008547008547008,0.668203634955553,0.7837780613094497,117,breast,0.1,44,56
0.7008547008547008,0.6759630799586406,0.7721608325936661,117,breast,0.15,42,83
0.6837606837606838,0.6592399075417943,0.7806360128748903,117,breast,0.15,43,83
0.6581196581196581,0.6351565771855626,0.7859658291990063,117,breast,0.15,44,83
0.6752136752136753,0.6466492897698571,0.7604171006348265,117,breast,0.2,42,110
0.6752136752136753,0.6443494776828111,0.7744259157317637,117,breast,0.2,43,110
0.6837606837606838,0.6733856897516789,0.7674161764776825,117,breast,0.2,44,110
0.7094017094017094,0.6864718373414025,0.77337878361676,117,breast,0.3,42,165
0.6752136752136753,0.6619363542440466,0.7864835160937945,117,breast,0.3,43,165
0.6324786324786325,0.5878103378103379,0.7696275342898439,117,breast,0.3,44,165
