epoch,train_loss,val_auroc,val_accuracy,val_f1_weighted,model,fewshot_frac,seed,organ
2,0.5786475315690041,0.8173852724778651,0.5765765765765766,0.5953091310234168,CLIP standard | MLP + image encoder,0.1,42,liver
3,0.44465869665145874,0.8541783576505799,0.7117117117117117,0.6238036234850507,CLIP standard | MLP + image encoder,0.1,42,liver
4,0.3235328942537308,0.8386324666417259,0.6936936936936937,0.6627696563134153,CLIP standard | MLP + image encoder,0.1,42,liver
1,0.9228788614273071,0.6888647275221348,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.01,42,liver
2,3.2442307472229004,0.7382599139543585,0.5945945945945946,0.44594594594594594,CLIP standard | MLP + text encoder,0.01,42,liver
3,1.0838901996612549,0.6483959970071081,0.13513513513513514,0.032175032175032175,CLIP standard | MLP + text encoder,0.01,42,liver
4,2.7775113582611084,0.6466033794737499,0.13513513513513514,0.03269398430688753,CLIP standard | MLP + text encoder,0.01,42,liver
1,2.03923037648201,0.5431225838633246,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.05,42,liver
2,1.5819913744926453,0.6830543085172716,0.13513513513513514,0.032175032175032175,CLIP standard | MLP + text encoder,0.05,42,liver
3,1.3084595203399658,0.7061892068836514,0.2702702702702703,0.11500862564692352,CLIP standard | MLP + text encoder,0.05,42,liver
4,0.9952681660652161,0.7712230327971069,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.05,42,liver
1,1.2648609727621078,0.7445543396932287,0.2702702702702703,0.11500862564692352,CLIP standard | MLP + text encoder,0.1,42,liver
2,1.3890793323516846,0.7095998565905974,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.1,42,liver
3,0.8867975920438766,0.6977272727272728,0.6486486486486487,0.5385385385385385,CLIP standard | MLP + text encoder,0.1,42,liver
4,0.7916538864374161,0.7459260818057114,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.1,42,liver
