epoch,train_loss,val_auroc,val_accuracy,val_f1_weighted,model,fewshot_frac,seed,organ
3,0.44467053562402725,0.8541783576505799,0.7117117117117117,0.6238036234850507,CLIP standard | MLP + image encoder,0.1,42,liver
4,0.32354123145341873,0.838881874298541,0.6936936936936937,0.6627696563134153,CLIP standard | MLP + image encoder,0.1,42,liver
1,0.9228788614273071,0.6888647275221348,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.01,42,liver
2,3.244206428527832,0.7381227397431102,0.5945945945945946,0.44594594594594594,CLIP standard | MLP + text encoder,0.01,42,liver
3,1.0835788249969482,0.6485331712183564,0.13513513513513514,0.032175032175032175,CLIP standard | MLP + text encoder,0.01,42,liver
4,2.777139663696289,0.6467405536849982,0.13513513513513514,0.03269398430688753,CLIP standard | MLP + text encoder,0.01,42,liver
1,2.03923037648201,0.5431225838633246,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.05,42,liver
2,1.5819156765937805,0.6828049008604564,0.13513513513513514,0.032175032175032175,CLIP standard | MLP + text encoder,0.05,42,liver
3,1.3083251118659973,0.7056654508043397,0.2702702702702703,0.11500862564692352,CLIP standard | MLP + text encoder,0.05,42,liver
4,0.9927005171775818,0.7692316685372241,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.05,42,liver
1,1.2648434191942215,0.7444171654819804,0.2702702702702703,0.11500862564692352,CLIP standard | MLP + text encoder,0.1,42,liver
2,1.3907287418842316,0.7111937273974313,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.1,42,liver
3,0.8847687840461731,0.6974030427734131,0.6486486486486487,0.5385385385385385,CLIP standard | MLP + text encoder,0.1,42,liver
4,0.7905312180519104,0.7444226212744732,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + text encoder,0.1,42,liver
1,1.2041575908660889,0.7294145155256267,0.2702702702702703,0.11500862564692352,CLIP standard | MLP + image + text encoder,0.01,42,liver
2,1.0930793285369873,0.6292555181444071,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.01,42,liver
3,1.0587663650512695,0.538683906970944,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.01,42,liver
4,1.0498926639556885,0.6479992829529867,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.01,42,liver
1,1.1132328808307648,0.4809873425614167,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.05,42,liver
2,1.0073206424713135,0.29315999501184686,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.05,42,liver
3,0.9410118758678436,0.5050964895872303,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.05,42,liver
4,0.9472877979278564,0.71800645342312,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.05,42,liver
1,1.037039503455162,0.7795236313754833,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.1,42,liver
2,0.932996079325676,0.786330122209752,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.1,42,liver
3,0.9237997531890869,0.8081852475370995,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.1,42,liver
4,0.8683308809995651,0.8143105437086918,0.5945945945945946,0.44342647732478246,CLIP standard | MLP + image + text encoder,0.1,42,liver
1,1.3425419330596924,0.41750919690734506,0.5945945945945946,0.44342647732478246,CLIP LLM | MLP heads only,0.01,42,liver
2,1.443860411643982,0.6468029055992018,0.17117117117117117,0.091255394556019,CLIP LLM | MLP heads only,0.01,42,liver
3,1.4652940034866333,0.7484435403416884,0.5945945945945946,0.44342647732478246,CLIP LLM | MLP heads only,0.01,42,liver
