average_type,n_organs,auroc,accuracy,f1_weighted,model,setting,fewshot_frac,seed
macro,1,0.7722027372490334,0.6216216216216216,0.6147034399894301,BERT standard | MLP + text encoder,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7722027372490334,0.6216216216216216,0.6147034399894301,BERT standard | MLP + text encoder,fewshot_adaptation,0.1,45
macro,1,0.7785228831525127,0.6486486486486487,0.63991683991684,BERT standard | MLP + text encoder,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7785228831525127,0.6486486486486487,0.63991683991684,BERT standard | MLP + text encoder,fewshot_adaptation,0.1,46
macro,1,0.6876402918069585,0.36036036036036034,0.37570645534954855,BERT standard | MLP heads only,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.6876402918069586,0.36036036036036034,0.37570645534954855,BERT standard | MLP heads only,fewshot_adaptation,0.01,42
macro,1,0.7681373924429481,0.6396396396396397,0.6171860441084681,BERT standard | MLP heads only,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7681373924429481,0.6396396396396397,0.6171860441084681,BERT standard | MLP heads only,fewshot_adaptation,0.01,43
macro,1,0.5742556740241925,0.40540540540540543,0.4246823293882117,BERT standard | MLP heads only,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.5742556740241925,0.40540540540540543,0.4246823293882117,BERT standard | MLP heads only,fewshot_adaptation,0.01,44
macro,1,0.7392427360019952,0.5855855855855856,0.6207197543778107,BERT standard | MLP heads only,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.7392427360019952,0.5855855855855856,0.6207197543778107,BERT standard | MLP heads only,fewshot_adaptation,0.01,45
macro,1,0.6570106933532859,0.5225225225225225,0.5354217854217854,BERT standard | MLP heads only,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6570106933532859,0.5225225225225225,0.5354217854217854,BERT standard | MLP heads only,fewshot_adaptation,0.01,46
macro,1,0.7332452612545205,0.6486486486486487,0.6681467125054396,BERT standard | MLP heads only,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.7332452612545205,0.6486486486486487,0.6681467125054396,BERT standard | MLP heads only,fewshot_adaptation,0.05,42
macro,1,0.7387711996508292,0.6126126126126126,0.6091124462524661,BERT standard | MLP heads only,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7387711996508292,0.6126126126126126,0.6091124462524661,BERT standard | MLP heads only,fewshot_adaptation,0.05,43
macro,1,0.7301339007357526,0.5405405405405406,0.5709629425845643,BERT standard | MLP heads only,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7301339007357526,0.5405405405405406,0.5709629425845643,BERT standard | MLP heads only,fewshot_adaptation,0.05,44
macro,1,0.6873495760069833,0.5675675675675675,0.5773530842428479,BERT standard | MLP heads only,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.6873495760069833,0.5675675675675675,0.5773530842428479,BERT standard | MLP heads only,fewshot_adaptation,0.05,45
macro,1,0.7009352787130565,0.6036036036036037,0.6182569764886838,BERT standard | MLP heads only,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7009352787130565,0.6036036036036037,0.6182569764886838,BERT standard | MLP heads only,fewshot_adaptation,0.05,46
macro,1,0.7446969696969697,0.6486486486486487,0.662238223213833,BERT standard | MLP heads only,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7446969696969697,0.6486486486486487,0.662238223213833,BERT standard | MLP heads only,fewshot_adaptation,0.1,42
macro,1,0.7850698341439083,0.6666666666666666,0.6577670788197103,BERT standard | MLP heads only,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7850698341439083,0.6666666666666666,0.6577670788197103,BERT standard | MLP heads only,fewshot_adaptation,0.1,43
macro,1,0.8013047138047137,0.6666666666666666,0.6730139595438437,BERT standard | MLP heads only,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8013047138047137,0.6666666666666666,0.6730139595438437,BERT standard | MLP heads only,fewshot_adaptation,0.1,44
macro,1,0.7420649395186434,0.6126126126126126,0.6096849302956172,BERT standard | MLP heads only,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7420649395186434,0.6126126126126126,0.6096849302956172,BERT standard | MLP heads only,fewshot_adaptation,0.1,45
macro,1,0.761888951240803,0.6576576576576577,0.6626017117820396,BERT standard | MLP heads only,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.761888951240803,0.6576576576576577,0.6626017117820396,BERT standard | MLP heads only,fewshot_adaptation,0.1,46
macro,1,0.6204974123955606,0.4774774774774775,0.4811117936117936,BiomedCLIP,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.6204974123955604,0.4774774774774775,0.4811117936117936,BiomedCLIP,fewshot_adaptation,0.01,42
macro,1,0.7365086045641602,0.6486486486486487,0.6402174233056587,BiomedCLIP,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7365086045641602,0.6486486486486487,0.6402174233056587,BiomedCLIP,fewshot_adaptation,0.01,43
macro,1,0.6113184312258386,0.5675675675675675,0.5491699246416227,BiomedCLIP,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.6113184312258386,0.5675675675675675,0.5491699246416227,BiomedCLIP,fewshot_adaptation,0.01,44
macro,1,0.6005097268986158,0.42342342342342343,0.4493892768569651,BiomedCLIP,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.6005097268986158,0.42342342342342343,0.4493892768569651,BiomedCLIP,fewshot_adaptation,0.01,45
macro,1,0.7149714739992518,0.5585585585585585,0.560665912767514,BiomedCLIP,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.7149714739992518,0.5585585585585585,0.560665912767514,BiomedCLIP,fewshot_adaptation,0.01,46
macro,1,0.7566552874423245,0.6576576576576577,0.6553837953091683,BiomedCLIP,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.7566552874423245,0.6576576576576577,0.6553837953091683,BiomedCLIP,fewshot_adaptation,0.05,42
macro,1,0.7152099700710811,0.5675675675675675,0.5856095899137507,BiomedCLIP,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7152099700710811,0.5675675675675675,0.5856095899137507,BiomedCLIP,fewshot_adaptation,0.05,43
macro,1,0.7008807207881281,0.6666666666666666,0.6512209438889373,BiomedCLIP,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7008807207881281,0.6666666666666666,0.6512209438889373,BiomedCLIP,fewshot_adaptation,0.05,44
macro,1,0.6982954545454546,0.6126126126126126,0.6065704084026166,BiomedCLIP,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.6982954545454546,0.6126126126126126,0.6065704084026166,BiomedCLIP,fewshot_adaptation,0.05,45
macro,1,0.7478091096146651,0.6486486486486487,0.647147147147147,BiomedCLIP,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7478091096146651,0.6486486486486487,0.647147147147147,BiomedCLIP,fewshot_adaptation,0.05,46
macro,1,0.7237225651577504,0.6126126126126126,0.6064273946199856,BiomedCLIP,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7237225651577505,0.6126126126126126,0.6064273946199856,BiomedCLIP,fewshot_adaptation,0.1,42
macro,1,0.783399582242175,0.6486486486486487,0.661019511929852,BiomedCLIP,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.783399582242175,0.6486486486486487,0.661019511929852,BiomedCLIP,fewshot_adaptation,0.1,43
macro,1,0.779255518144407,0.6576576576576577,0.6431411623062477,BiomedCLIP,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.779255518144407,0.6576576576576577,0.6431411623062477,BiomedCLIP,fewshot_adaptation,0.1,44
macro,1,0.7359240553684998,0.6036036036036037,0.6080931429768639,BiomedCLIP,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7359240553684998,0.6036036036036037,0.6080931429768639,BiomedCLIP,fewshot_adaptation,0.1,45
macro,1,0.7781253896994639,0.6756756756756757,0.6787096304337683,BiomedCLIP,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7781253896994638,0.6756756756756757,0.6787096304337683,BiomedCLIP,fewshot_adaptation,0.1,46
macro,1,0.6282134617782765,0.44144144144144143,0.446394286458998,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.6282134617782765,0.44144144144144143,0.446394286458998,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,42
macro,1,0.7474100573637611,0.6576576576576577,0.6168032498967752,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.747410057363761,0.6576576576576577,0.6168032498967752,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,43
macro,1,0.5833333333333334,0.3963963963963964,0.4279794039021031,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.5833333333333334,0.3963963963963964,0.4279794039021031,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,44
macro,1,0.766239556054371,0.6666666666666666,0.6634276107960319,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.766239556054371,0.6666666666666666,0.6634276107960319,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,45
macro,1,0.7003179947624393,0.5495495495495496,0.5670770572885628,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.7003179947624393,0.5495495495495496,0.5670770572885628,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.01,46
macro,1,0.7620767863823419,0.6036036036036037,0.6280443996895368,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.7620767863823419,0.6036036036036037,0.6280443996895368,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,42
macro,1,0.7793373550317995,0.6846846846846847,0.6908860609050362,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7793373550317995,0.6846846846846847,0.6908860609050362,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,43
macro,1,0.7534558548447438,0.5495495495495496,0.5716837527182356,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7534558548447436,0.5495495495495496,0.5716837527182356,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,44
macro,1,0.7074775533108867,0.5405405405405406,0.5580957407582795,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7074775533108867,0.5405405405405406,0.5580957407582795,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,45
macro,1,0.7266289437585733,0.5675675675675675,0.5946891419155287,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7266289437585733,0.5675675675675675,0.5946891419155287,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.05,46
macro,1,0.7517232510288064,0.6126126126126126,0.6194073998952048,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7517232510288064,0.6126126126126126,0.6194073998952048,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,42
macro,1,0.8181670096021948,0.6486486486486487,0.6272177506706228,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.8181670096021948,0.6486486486486487,0.6272177506706228,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,43
macro,1,0.7735043334580372,0.6216216216216216,0.6318212699699375,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.7735043334580372,0.6216216216216216,0.6318212699699375,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,44
macro,1,0.7677952363137548,0.6036036036036037,0.6083896396396397,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7677952363137548,0.6036036036036037,0.6083896396396397,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,45
macro,1,0.7662793053996758,0.6576576576576577,0.6726560194052454,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7662793053996759,0.6576576576576577,0.6726560194052454,CLIP LLM | MLP + image + text encoder,fewshot_adaptation,0.1,46
macro,1,0.7441607432348173,0.5855855855855856,0.5965727277202687,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.7441607432348173,0.5855855855855856,0.5965727277202687,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,42
macro,1,0.6817815500685871,0.6126126126126126,0.6043127885233148,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.6817815500685871,0.6126126126126126,0.6043127885233148,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,43
macro,1,0.5572920563661304,0.4864864864864865,0.46407831425253027,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.5572920563661304,0.4864864864864865,0.46407831425253027,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,44
macro,1,0.7188466454670158,0.5675675675675675,0.5917385917385917,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.7188466454670158,0.5675675675675675,0.5917385917385917,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,45
macro,1,0.5753468325227584,0.34234234234234234,0.36500695068470007,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.5753468325227584,0.34234234234234234,0.36500695068470007,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.01,46
macro,1,0.6928957787754083,0.5765765765765766,0.5891943942016161,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.6928957787754083,0.5765765765765766,0.5891943942016161,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,42
macro,1,0.6689619965082928,0.5135135135135135,0.5346389753169414,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.6689619965082928,0.5135135135135135,0.5346389753169414,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,43
macro,1,0.7112061977802718,0.5135135135135135,0.5337837837837838,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7112061977802718,0.5135135135135135,0.5337837837837838,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,44
macro,1,0.7417009602194787,0.5585585585585585,0.5723983081224461,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7417009602194787,0.5585585585585585,0.5723983081224461,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,45
macro,1,0.6359988776655444,0.5405405405405406,0.5544111722167091,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.6359988776655444,0.5405405405405406,0.5544111722167091,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.05,46
macro,1,0.7305578937523384,0.6036036036036037,0.6253539253539253,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7305578937523384,0.6036036036036037,0.6253539253539253,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,42
macro,1,0.7244240241925427,0.5945945945945946,0.5863813650073192,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7244240241925426,0.5945945945945946,0.5863813650073192,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,43
macro,1,0.708120557426113,0.5765765765765766,0.5936026628594196,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.708120557426113,0.5765765765765766,0.5936026628594196,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,44
macro,1,0.7435980172091283,0.5855855855855856,0.5877430381010842,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7435980172091283,0.5855855855855856,0.5877430381010842,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,45
macro,1,0.7018806896121711,0.5675675675675675,0.582527516855875,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7018806896121711,0.5675675675675675,0.582527516855875,CLIP LLM | MLP + image encoder,fewshot_adaptation,0.1,46
macro,1,0.753651483975558,0.3963963963963964,0.4202045431339242,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.753651483975558,0.3963963963963964,0.4202045431339242,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,42
macro,1,0.7574276717795237,0.6126126126126126,0.6009806220332535,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7574276717795237,0.6126126126126126,0.6009806220332535,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,43
macro,1,0.5720258136924804,0.43243243243243246,0.44820129365209077,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.5720258136924804,0.43243243243243246,0.44820129365209077,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,44
macro,1,0.7697281456540717,0.6036036036036037,0.6315546315546315,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.7697281456540717,0.6036036036036037,0.6315546315546315,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,45
macro,1,0.6666806958473624,0.5495495495495496,0.5716556893027481,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6666806958473624,0.5495495495495496,0.5716556893027481,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.01,46
macro,1,0.7514980047387455,0.6576576576576577,0.6789796192781267,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.7514980047387455,0.6576576576576577,0.6789796192781267,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,42
macro,1,0.7532836076817558,0.6036036036036037,0.603641289293453,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7532836076817558,0.6036036036036037,0.603641289293453,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,43
macro,1,0.7718364197530865,0.6216216216216216,0.6247015342410079,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7718364197530864,0.6216216216216216,0.6247015342410079,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,44
macro,1,0.7264169472502805,0.5675675675675675,0.5769039679547732,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7264169472502805,0.5675675675675675,0.5769039679547732,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,45
macro,1,0.7063521012595086,0.5945945945945946,0.6075058518929487,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7063521012595086,0.5945945945945946,0.6075058518929487,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.05,46
macro,1,0.7752268050879162,0.7117117117117117,0.7198779082383008,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7752268050879162,0.7117117117117117,0.7198779082383008,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,42
macro,1,0.7999657064471878,0.6666666666666666,0.6517608517608517,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7999657064471878,0.6666666666666666,0.6517608517608517,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,43
macro,1,0.811531207133059,0.7027027027027027,0.7021941548257339,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8115312071330592,0.7027027027027027,0.7021941548257339,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,44
macro,1,0.7819841937897493,0.6576576576576577,0.6430810050835724,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7819841937897493,0.6576576576576577,0.6430810050835724,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,45
macro,1,0.7978737997256515,0.6936936936936937,0.6893646893646894,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7978737997256515,0.6936936936936937,0.6893646893646894,CLIP LLM | MLP + text encoder,fewshot_adaptation,0.1,46
macro,1,0.6920096021947875,0.3153153153153153,0.3324728641184337,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.6920096021947874,0.3153153153153153,0.3324728641184337,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,42
macro,1,0.759079218106996,0.5945945945945946,0.5783783783783784,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.759079218106996,0.5945945945945946,0.5783783783783784,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,43
macro,1,0.5975456727771543,0.5045045045045045,0.524048774048774,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.5975456727771543,0.5045045045045045,0.524048774048774,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,44
macro,1,0.7261613044020452,0.6576576576576577,0.6640687198826735,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.7261613044020452,0.6576576576576577,0.6640687198826735,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,45
macro,1,0.6821135740117222,0.5405405405405406,0.562353749073083,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6821135740117222,0.5405405405405406,0.562353749073083,CLIP LLM | MLP heads only,fewshot_adaptation,0.01,46
macro,1,0.7252096583115102,0.6306306306306306,0.6517608517608517,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.7252096583115102,0.6306306306306306,0.6517608517608517,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,42
macro,1,0.7394274535478239,0.6126126126126126,0.6143237511658565,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7394274535478239,0.6126126126126126,0.6143237511658565,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,43
macro,1,0.7579420750717047,0.6036036036036037,0.6228586795750976,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.7579420750717047,0.6036036036036037,0.6228586795750976,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,44
macro,1,0.6958754208754208,0.5495495495495496,0.5549219311397344,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.6958754208754208,0.5495495495495496,0.5549219311397344,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,45
macro,1,0.721226150392817,0.6126126126126126,0.6181953806252123,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7212261503928169,0.6126126126126126,0.6181953806252123,CLIP LLM | MLP heads only,fewshot_adaptation,0.05,46
macro,1,0.7767941763312134,0.6936936936936937,0.7067902094733467,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.7767941763312134,0.6936936936936937,0.7067902094733467,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,42
macro,1,0.805515026811323,0.6756756756756757,0.6534248213979457,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.8055150268113229,0.6756756756756757,0.6534248213979457,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,43
macro,1,0.8056623332086295,0.7117117117117117,0.7138068300858998,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8056623332086295,0.7117117117117117,0.7138068300858998,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,44
macro,1,0.742195878538471,0.6216216216216216,0.6159310052113779,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.742195878538471,0.6216216216216216,0.6159310052113779,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,45
macro,1,0.794619029804215,0.6576576576576577,0.657041986907348,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.794619029804215,0.6576576576576577,0.657041986907348,CLIP LLM | MLP heads only,fewshot_adaptation,0.1,46
macro,1,0.4641086793864571,0.2702702702702703,0.24292484704384018,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.4641086793864571,0.2702702702702703,0.24292484704384018,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,42
macro,1,0.6891414141414142,0.5675675675675675,0.5555316391553325,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.6891414141414142,0.5675675675675675,0.5555316391553325,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,43
macro,1,0.5002712308267864,0.40540540540540543,0.4169365242774114,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.5002712308267864,0.40540540540540543,0.4169365242774114,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,44
macro,1,0.5716680695847364,0.35135135135135137,0.390005536115593,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.5716680695847364,0.35135135135135137,0.390005536115593,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,45
macro,1,0.5765611360518769,0.5135135135135135,0.527428757030275,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.5765611360518769,0.5135135135135135,0.527428757030275,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.01,46
macro,1,0.5723297792742237,0.44144144144144143,0.46417706090477423,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.5723297792742237,0.44144144144144143,0.46417706090477423,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,42
macro,1,0.7098321174710064,0.5225225225225225,0.5086594149094149,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7098321174710064,0.5225225225225225,0.5086594149094149,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,43
macro,1,0.6445722658685623,0.46846846846846846,0.49045230307678606,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.6445722658685624,0.46846846846846846,0.49045230307678606,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,44
macro,1,0.6784761192168599,0.46846846846846846,0.5033448573271582,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.6784761192168599,0.46846846846846846,0.5033448573271582,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,45
macro,1,0.6856263249781769,0.5675675675675675,0.5785316932857917,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.6856263249781769,0.5675675675675675,0.5785316932857917,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.05,46
macro,1,0.5930867315126575,0.4864864864864865,0.5074311370320816,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.5930867315126576,0.4864864864864865,0.5074311370320816,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,42
macro,1,0.7277247786507046,0.5495495495495496,0.5561840910678121,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7277247786507046,0.5495495495495496,0.5561840910678121,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,43
macro,1,0.61697063224841,0.4954954954954955,0.5125125125125125,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,44
