accuracy,f1_weighted,auroc,n_eval,organ,fewshot_frac,seed,n_train
0.5641025641025641,0.5780453363062059,0.709191695445139,117,breast,0.005,42,6
0.4188034188034188,0.41571437899960817,0.6920381488318114,117,breast,0.005,43,6
0.4700854700854701,0.4885021755651208,0.7067267104180134,117,breast,0.005,44,6
0.6068376068376068,0.59601493514537,0.7311729805002517,117,breast,0.01,42,8
0.49572649572649574,0.5083707100145456,0.6913429700727813,117,breast,0.01,43,8
0.5555555555555556,0.5582124542124542,0.7173795420539161,117,breast,0.01,44,8
0.6068376068376068,0.5787258493140846,0.7218884547794123,117,breast,0.02,42,12
0.5897435897435898,0.5910679951216934,0.7175211191449473,117,breast,0.02,43,12
0.6239316239316239,0.593752856728411,0.7197776012247985,117,breast,0.02,44,12
0.6239316239316239,0.5919359196670121,0.7156097050058774,117,breast,0.05,42,29
0.5726495726495726,0.5815948612001244,0.7044988913374236,117,breast,0.05,43,29
0.6324786324786325,0.6105763413455723,0.7200688705678925,117,breast,0.05,44,29
0.6239316239316239,0.6019887706129317,0.7233579164608187,117,breast,0.1,42,56
0.6239316239316239,0.6092389917947727,0.7270615044009627,117,breast,0.1,43,56
0.6666666666666666,0.6310797432078896,0.7235811342535244,117,breast,0.1,44,56
0.6666666666666666,0.6245115813743265,0.7271347447915671,117,breast,0.15,42,83
0.6495726495726496,0.631439040708483,0.7316714571292423,117,breast,0.15,43,83
0.6495726495726496,0.621763632728545,0.7340830635403567,117,breast,0.15,44,83
0.6495726495726496,0.5991167600970781,0.7271881966793297,117,breast,0.2,42,110
0.6324786324786325,0.6036680911680913,0.7198619367201693,117,breast,0.2,43,110
0.5726495726495726,0.5762530545139241,0.7182991917752214,117,breast,0.2,44,110
0.6581196581196581,0.6388159507198716,0.7317906974672382,117,breast,0.3,42,165
0.6324786324786325,0.6256451669679483,0.7152027959973747,117,breast,0.3,43,165
0.6324786324786325,0.5993590482081531,0.7287656262705196,117,breast,0.3,44,165
