accuracy,f1_weighted,auroc,n_eval,organ,fewshot_frac,seed,n_train
0.6324786324786325,0.6337392480146625,0.7078382960242093,117,breast,0.005,42,6
0.5555555555555556,0.5586241945180165,0.6998515614014682,117,breast,0.005,43,6
0.6666666666666666,0.6498653501577477,0.6971268230795742,117,breast,0.005,44,6
0.5982905982905983,0.5766376127997792,0.700707685772695,117,breast,0.01,42,8
0.6495726495726496,0.6103858889454916,0.7088139341716054,117,breast,0.01,43,8
0.6752136752136753,0.6259364777883296,0.7016877343568412,117,breast,0.01,44,8
0.6666666666666666,0.6058952983926567,0.7130800604168082,117,breast,0.02,42,12
0.6752136752136753,0.6203245013313663,0.7167337854299115,117,breast,0.02,43,12
0.6752136752136753,0.6131664631664632,0.7099640226796223,117,breast,0.02,44,12
0.6666666666666666,0.6058952983926567,0.7180139242306519,117,breast,0.05,42,29
0.6666666666666666,0.6138981791155704,0.7140830351221452,117,breast,0.05,43,29
0.6666666666666666,0.6086972323683877,0.7104154894306359,117,breast,0.05,44,29
0.6752136752136753,0.6131628146422088,0.7207269159389843,117,breast,0.1,42,56
0.6666666666666666,0.6058952983926567,0.7148624341937401,117,breast,0.1,43,56
0.6837606837606838,0.6138036658267872,0.717695171205361,117,breast,0.1,44,56
0.6752136752136753,0.6131664631664632,0.7211163839476628,117,breast,0.15,42,83
0.6666666666666666,0.6058952983926567,0.7266912498522272,117,breast,0.15,43,83
0.6752136752136753,0.6158519680299107,0.7102529864307531,117,breast,0.15,44,83
0.7008547008547008,0.631808871950429,0.7421744420326132,117,breast,0.2,42,110
0.6581196581196581,0.5988652856577386,0.7310517542751733,117,breast,0.2,43,110
0.6752136752136753,0.6203245013313663,0.711257750631649,117,breast,0.2,44,110
0.6837606837606838,0.6138036658267872,0.7246152586484303,117,breast,0.3,42,165
0.6581196581196581,0.5988652856577386,0.7326959089754307,117,breast,0.3,43,165
0.7008547008547008,0.6322151408856611,0.7517836774720683,117,breast,0.3,44,165
