organ,fewshot_frac,auroc_mean,auroc_std,accuracy_mean,accuracy_std,f1_weighted_mean,f1_weighted_std,n_eval_mean
breast,0.01,0.7267244660374844,0.049532813826022724,0.5692307692307692,0.09315847243376899,0.5888146112933765,0.07736308752724272,117.0
breast,0.05,0.7741585073489998,0.025670968495941887,0.6752136752136753,0.04872544551705721,0.6786081719067507,0.043215589168635264,117.0
breast,0.1,0.7670816205456515,0.027285377187509015,0.6358974358974359,0.037548517327331325,0.6478916847572884,0.03269955794053431,117.0
