average_type,fewshot_frac,auroc_mean,auroc_std,accuracy_mean,accuracy_std,f1_weighted_mean,f1_weighted_std
macro,0.005,0.7104538772464433,0.009211083016298504,0.5356125356125356,0.034542323797669965,0.5473547167047266,0.04105226975317178
macro,0.01,0.7103604897376224,0.0007993085697932834,0.6666666666666666,0.02261325906892816,0.6539327709568126,0.01393630527860303
macro,0.02,0.7125589980205258,0.0036069159776060933,0.6780626780626781,0.00986923537076283,0.6571242835419887,0.017780551237933224
macro,0.05,0.7133388144281413,0.0039576610748106155,0.6552706552706553,0.038540596177973424,0.6376320430696846,0.02408132647219063
macro,0.1,0.7095783088238131,0.0018718886482732605,0.6723646723646723,0.004934617685381415,0.6376314831641509,0.013735948049576466
macro,0.15,0.7102040046683094,0.007066554525728231,0.6809116809116809,0.013055771210700359,0.6436428051962427,0.029655762617248563
macro,0.2,0.7162162173315073,0.015981029546097925,0.6837606837606837,0.029607706112288506,0.6375763041854543,0.023899379483161946
macro,0.3,0.7243967355713828,0.008790788299029908,0.6837606837606837,0.014803853056144269,0.6425457806908743,0.016181976173351872
weighted_by_test_n,0.005,0.7104538772464433,0.009211083016298504,0.5356125356125356,0.034542323797669965,0.5473547167047266,0.04105226975317178
weighted_by_test_n,0.01,0.7103604897376224,0.0007993085697933031,0.6666666666666666,0.02261325906892816,0.6539327709568126,0.01393630527860303
weighted_by_test_n,0.02,0.7125589980205258,0.0036069159776060933,0.6780626780626781,0.00986923537076283,0.6571242835419887,0.017780551237933224
weighted_by_test_n,0.05,0.7133388144281413,0.003957661074810649,0.6552706552706553,0.038540596177973424,0.6376320430696846,0.02408132647219063
weighted_by_test_n,0.1,0.7095783088238132,0.0018718886482732707,0.6723646723646723,0.004934617685381415,0.6376314831641509,0.013735948049576466
weighted_by_test_n,0.15,0.7102040046683094,0.007066554525728163,0.6809116809116809,0.013055771210700359,0.6436428051962427,0.029655762617248563
weighted_by_test_n,0.2,0.7162162173315073,0.015981029546097925,0.6837606837606837,0.029607706112288506,0.6375763041854543,0.023899379483161946
weighted_by_test_n,0.3,0.7243967355713828,0.008790788299029908,0.6837606837606837,0.014803853056144269,0.6425457806908743,0.016181976173351872
